Temperature(C),Humidity,LPG,Smoke,Methane,Butane,CO,NH3,CO2,Alcohol,Acetone,Toluene,Benzene,Dangerous Degree
28,46,0.07816,3.87938,170.98295,1.9816,0.079798,4.2478,4.2478,0.5265,0.152904017,0.152904017,95.976,1
28,46,0.08386,3.89672,175.98974,2.025,0.080572,4.2969,4.2969,0.5309,0.153323676,0.153323676,96.278,1
28,46,0.08956,3.91406,180.99653,0.4598,0.081346,4.346,4.346,0.5353,0.153743335,0.153743335,96.58,1
28,46,0.09526,3.9314,186.00332,0.453,0.08212,4.3951,4.3951,0.5397,0.154162994,0.154162994,96.882,1
28,46,0.10096,3.94874,191.01011,0.4462,0.082894,4.4442,4.4442,0.5441,0.154582653,0.154582653,97.184,1
28,46,0.10666,3.96608,196.0169,0.4394,0.083668,4.4933,4.4933,0.5485,0.155002312,0.155002312,97.486,1
28,46,0.11236,3.98342,201.02369,0.4326,0.084442,4.5424,4.5424,0.5529,0.155421971,0.155421971,97.788,1
28,46,0.11806,4.00076,206.03048,0.4258,0.085216,4.5915,4.5915,0.5573,0.15584163,0.15584163,98.09,1
28,46,0.12376,4.0181,211.03727,0.419,0.08599,4.6406,4.6406,0.5617,0.156261289,0.156261289,98.392,1
28,46,0.12946,4.03544,216.04406,0.4122,0.086764,4.6897,4.6897,0.5661,0.156680948,0.156680948,98.694,1
28,46,0.13516,4.05278,221.05085,0.4054,0.087538,4.7388,4.7388,0.5705,0.157100607,0.157100607,98.996,1
28,46,0.14086,4.07012,226.05764,0.3986,0.088312,4.7879,4.7879,0.5749,0.157520266,0.157520266,99.298,1
28,46,0.14656,4.08746,231.06443,0.3918,0.089086,4.837,4.837,0.5793,0.157939925,0.157939925,99.6,1
28,46,0.15226,4.1048,236.07122,0.385,0.08986,4.8861,4.8861,0.5837,0.158359584,0.158359584,99.902,1
28,46,0.15796,4.12214,241.07801,0.3782,0.090634,4.9352,4.9352,0.5881,0.158779243,0.158779243,100.204,1
28,47,0.16366,4.13948,246.0848,0.3714,0.091408,4.9843,4.9843,0.5925,0.159198902,0.159198902,100.506,1
28,47,0.16936,4.15682,251.09159,0.3646,0.092182,5.0334,5.0334,0.5969,0.159618561,0.159618561,100.808,1
28,47,0.17506,4.17416,256.09838,0.3578,0.092956,5.0825,5.0825,0.6013,0.16003822,0.16003822,101.11,1
28,47,0.18076,4.1915,261.10517,0.351,0.09373,5.1316,5.1316,0.6057,0.160457879,0.160457879,101.412,1
28,47,8911.987,4.20884,266.11196,0.3442,0.094504,5.1807,5.1807,0.6101,0.160877538,0.160877538,101.714,3
29,47,9000.87,4.22618,271.11875,0.3374,0.095278,5.2298,5.2298,0.6145,0.161297197,0.161297197,102.016,3
29,47,9089.753,4.24352,276.12554,0.3306,0.096052,5.2789,5.2789,0.6189,0.161716856,0.161716856,102.318,3
29,47,9178.636,4.26086,281.13233,0.3238,0.096826,5.328,5.328,0.6233,0.162136515,0.162136515,102.62,3
29,47,9267.519,4.2782,286.13912,0.317,0.0976,5.3771,5.3771,0.6277,0.162556174,0.162556174,102.922,3
29,47,9356.402,4.29554,291.14591,0.3102,0.098374,5.4262,5.4262,0.6321,0.162975833,0.162975833,103.224,3
29,47,9445.285,4.31288,1.1678,0.3034,0.099148,5.4753,5.4753,0.6365,0.163395492,0.163395492,103.526,3
29,47,9534.168,4.33022,2.087,0.2966,0.099922,5.5244,5.5244,0.6409,0.163815151,0.163815151,103.828,3
29,47,9623.051,4.34756,3.0062,0.2898,0.100696,5.5735,5.5735,0.6453,0.16423481,0.16423481,104.13,3
29,47,9711.934,4.3649,3.9254,0.283,0.10147,5.6226,5.6226,0.6497,0.164654469,0.164654469,104.432,3
29,47,9800.817,4.38224,4.8446,0.2762,0.102244,5.6717,5.6717,0.6541,0.165074128,0.165074128,104.734,3
29,48,9889.7,4.39958,5.7638,0.2694,0.103018,5.7208,5.7208,0.6585,0.165493787,0.165493787,105.036,3
29,48,9978.583,4.41692,6.683,0.2626,0.103792,5.7699,5.7699,0.6629,0.165913446,0.165913446,105.338,3
29,48,10067.466,4.43426,7.6022,0.2558,0.104566,5.819,5.819,0.6673,0.166333105,0.166333105,105.64,3
29,48,10156.349,4.4516,8.5214,0.249,0.10534,5.8681,5.8681,0.6717,0.166752764,0.166752764,105.942,3
29,48,10245.232,4.46894,9.4406,0.2422,0.106114,5.9172,5.9172,0.6761,0.167172423,0.167172423,106.244,3
29,48,10334.115,4.48628,10.3598,0.2354,0.106888,5.9663,5.9663,0.6805,0.167592082,0.167592082,106.546,3
29,48,10422.998,4.50362,11.279,0.2286,0.107662,6.0154,6.0154,0.6849,0.168011741,0.168011741,106.848,3
29,48,10511.881,4.52096,12.1982,0.2218,0.108436,6.0645,6.0645,0.6893,0.1684314,0.1684314,107.15,3
29,48,10600.764,4.5383,13.1174,0.215,0.10921,6.1136,6.1136,0.6937,0.168851059,0.168851059,107.452,3
29,48,10689.647,4.55564,0.00678,0.2082,0.109984,6.1627,6.1627,0.6981,0.169270718,0.169270718,107.754,3
29,48,10778.53,4.57298,0.00236,0.2014,0.110758,6.2118,6.2118,0.7025,0.169690377,0.169690377,108.056,3
29,48,10867.413,4.59032,0.00876,0.1946,0.111532,6.2609,6.2609,0.7069,0.170110036,0.170110036,108.358,3
29,48,10956.296,4.60766,0.145987,0.1878,0.112306,6.31,6.31,0.7113,0.170529695,0.170529695,108.66,3
29,48,11045.179,4.625,0.19869,0.181,0.11308,6.3591,6.3591,0.7157,0.170949354,0.170949354,108.962,3
29,48,11134.062,120193.216,0.0468,0.1742,0.113854,6.4082,6.4082,0.7201,0.171369013,0.171369013,109.264,3
29,48,11222.945,120000.165,0.05797,0.1674,0.114628,6.4573,6.4573,0.7245,0.171788672,0.171788672,109.566,3
29,49,11311.828,119807.114,0.06914,0.1606,0.115402,6.5064,6.5064,0.7289,0.172208331,0.172208331,43.897,3
29,49,11400.711,119614.063,0.08031,0.1538,0.116176,6.5555,6.5555,0.7333,0.17262799,0.17262799,45.07,3
30,49,11489.594,119421.012,0.09148,0.147,0.11695,6.6046,6.6046,0.7377,0.173047649,0.173047649,46.243,3
30,49,11578.477,119227.961,0.10265,0.1402,0.117724,6.6537,6.6537,0.7421,0.173467308,0.173467308,47.416,3
30,49,11667.36,119034.91,0.11382,0.1334,0.118498,6.7028,6.7028,0.7465,0.173886967,0.173886967,48.589,3
30,49,11756.243,118841.859,0.12499,0.1266,0.119272,6.7519,6.7519,0.7509,0.174306626,0.174306626,49.762,3
30,49,11845.126,118648.808,0.13616,0.1198,0.120046,6.801,6.801,0.7553,0.174726285,0.174726285,50.935,3
30,49,11934.009,118455.757,0.14733,0.113,0.12082,6.8501,6.8501,0.7597,0.175145944,0.175145944,52.108,3
30,49,12022.892,118262.706,0.1585,0.1062,0.121594,6.8992,6.8992,0.7641,0.175565603,0.175565603,53.281,3
30,49,12111.775,118069.655,0.16967,0.0994,0.122368,6.9483,6.9483,0.7685,0.175985262,0.175985262,54.454,3
30,49,12200.658,117876.604,0.18084,0.0926,0.123142,6.9974,6.9974,0.7729,0.176404921,0.176404921,55.627,3
30,49,12289.541,117683.553,0.19201,0.0858,0.123916,7.0465,7.0465,0.7773,0.17682458,0.17682458,56.8,3
30,49,12378.424,117490.502,0.20318,0.079,0.12469,7.0956,7.0956,0.7817,0.177244239,0.177244239,57.973,3
30,49,12467.307,117297.451,0.21435,0.0722,0.125464,7.1447,7.1447,0.7861,0.177663898,0.177663898,59.146,3
30,49,12556.19,117104.4,0.22552,0.0654,0.126238,7.1938,7.1938,0.7905,0.178083557,0.178083557,60.319,3
30,49,12645.073,116911.349,0.23669,0.0586,0.127012,7.2429,7.2429,0.7949,0.178503216,0.178503216,61.492,3
30,49,12733.956,116718.298,0.24786,0.0518,0.127786,7.292,7.292,0.7993,0.178922875,0.178922875,62.665,3
30,49,12822.839,116525.247,0.25903,0.045,0.12856,7.3411,7.3411,0.8037,0.179342534,0.179342534,63.838,3
30,49,12911.722,116332.196,0.2702,0.0382,0.129334,7.3902,7.3902,0.8081,0.179762193,0.179762193,65.011,3
30,49,13000.605,116139.145,0.28137,0.0314,0.130108,7.4393,7.4393,0.8125,0.180181852,0.180181852,66.184,3
30,49,13089.488,115946.094,0.29254,0.0246,0.130882,7.4884,7.4884,0.8169,0.180601511,0.180601511,67.357,3
30,49,13178.371,115753.043,0.30371,0.0178,0.131656,7.5375,7.5375,0.8213,0.18102117,0.18102117,68.53,3
30,49,13267.254,115559.992,0.31488,0.011,0.13243,7.5866,7.5866,0.8257,0.181440829,0.181440829,69.703,3
30,49,13356.137,115366.941,0.32605,0.0042,0.133204,7.6357,7.6357,0.8301,0.181860488,0.181860488,70.876,3
30,49,13445.02,115173.89,0.33722,0.3578,0.133978,7.6848,7.6848,0.8345,0.182280147,0.182280147,72.049,3
30,50,13533.903,114980.839,0.34839,0.351,0.134752,7.7339,7.7339,0.8389,0.182699806,0.182699806,73.222,3
30,50,13622.786,114787.788,0.35956,0.3442,0.135526,7.783,7.783,0.8433,0.183119465,0.183119465,74.395,3
30,50,13711.669,114594.737,0.37073,0.3374,0.1363,7.8321,7.8321,0.8477,0.183539124,0.183539124,75.568,3
30,50,13800.552,114401.686,0.3819,0.3306,0.137074,7.8812,7.8812,0.8521,0.183958783,0.183958783,76.741,3
30,50,13889.435,114208.635,0.39307,0.3238,0.137848,7.9303,7.9303,0.8565,0.184378442,0.184378442,77.914,3
30,50,13978.318,114015.584,0.40424,0.317,0.138622,7.9794,7.9794,0.8609,0.184798101,0.184798101,79.087,3
31,50,14067.201,113822.533,0.41541,0.3102,0.027817,8.0285,8.0285,0.8653,0.18521776,0.18521776,80.26,3
31,50,14156.084,113629.482,0.42658,0.3034,0.027926,8.0776,8.0776,0.8697,0.185637419,0.185637419,81.433,3
31,50,14244.967,113436.431,0.43775,0.2966,0.028035,8.1267,8.1267,0.8741,0.186057078,0.186057078,82.606,3
31,50,14333.85,113243.38,0.44892,0.2898,0.028144,8.1758,8.1758,0.8785,0.186476737,0.186476737,5.8906,3
31,50,14422.733,113050.329,0.46009,0.283,0.028253,8.2249,8.2249,0.8829,0.186896396,0.186896396,6.076,3
31,50,14511.616,112857.278,0.47126,0.2762,0.028362,8.274,8.274,0.8873,0.187316055,0.187316055,6.2614,3
31,50,14600.499,112664.227,0.48243,0.2694,0.028471,8.3231,8.3231,0.8917,0.187735714,0.187735714,6.4468,3
31,50,14689.382,112471.176,0.4936,0.2626,0.02858,8.3722,8.3722,0.8961,0.188155373,0.188155373,6.6322,3
31,50,14778.265,112278.125,0.50477,0.2558,0.028689,8.4213,8.4213,0.9005,0.188575032,0.188575032,6.8176,3
31,51,14867.148,112085.074,0.51594,0.249,0.028798,8.4704,8.4704,0.9049,0.188994691,0.188994691,7.003,3
31,51,14956.031,111892.023,0.52711,0.2422,0.028907,8.5195,8.5195,0.9093,0.18941435,0.18941435,7.1884,3
31,51,15044.914,111698.972,0.53828,0.2354,0.029016,8.5686,8.5686,0.9137,0.189834009,0.189834009,7.3738,3
31,51,15133.797,111505.921,0.54945,0.2286,0.029125,8.6177,8.6177,0.9181,0.190253668,0.190253668,7.5592,3
31,51,15222.68,111312.87,0.56062,0.2218,0.029234,8.6668,8.6668,0.9225,0.190673327,0.190673327,7.7446,3
31,51,15311.563,111119.819,0.57179,0.215,0.029343,8.7159,8.7159,0.9269,0.191092986,0.191092986,7.93,3
31,51,15400.446,110926.768,0.58296,0.2082,0.029452,8.765,8.765,0.9313,0.191512645,0.191512645,8.1154,3
31,51,15489.329,110733.717,0.59413,0.2014,0.029561,8.8141,8.8141,0.9357,0.191932304,0.191932304,8.3008,3
31,51,15578.212,110540.666,0.6053,0.1946,0.02967,8.8632,8.8632,0.9401,0.192351963,0.192351963,8.4862,3
31,51,15667.095,110347.615,0.61647,0.1878,0.029779,8.9123,8.9123,0.9445,0.192771622,0.192771622,8.6716,3
31,51,15755.978,110154.564,0.62764,0.181,0.029888,8.9614,8.9614,0.9489,0.193191281,0.193191281,8.857,3
31,51,15844.861,109961.513,0.63881,0.1742,0.029997,9.0105,9.0105,0.9533,0.19361094,0.19361094,9.0424,3
31,51,15933.744,109768.462,0.64998,0.1674,0.030106,9.0596,9.0596,0.9577,0.194030599,0.194030599,9.2278,3
31,51,16022.627,109575.411,0.66115,0.1606,0.030215,9.1087,9.1087,0.9621,0.194450258,0.194450258,9.4132,3
31,51,16111.51,109382.36,0.67232,0.1538,0.030324,9.1578,9.1578,0.9665,0.194869917,0.194869917,9.5986,3
31,51,0.009880225,109189.309,0.68349,0.147,0.030433,9.2069,9.2069,0.9709,0.195289576,0.195289576,9.784,3
31,51,0.00999511,108996.258,0.69466,0.1402,0.030542,9.256,9.256,0.9753,0.195709235,0.195709235,9.9694,3
31,51,0.010109995,108803.207,0.70583,0.1334,0.030651,9.3051,9.3051,0.9797,0.196128894,0.196128894,10.1548,3
31,51,0.01022488,108610.156,0.717,0.1266,0.03076,9.3542,9.3542,0.9841,0.196548553,0.196548553,10.3402,3
31,51,0.010339765,108417.105,0.72817,0.1198,0.030869,9.4033,9.4033,0.9885,0.196968212,0.196968212,10.5256,3
31,52,0.01045465,108224.054,0.73934,0.113,0.030978,9.4524,9.4524,0.9929,0.197387871,0.197387871,10.711,3
31,52,0.010569535,108031.003,0.75051,0.1062,0.031087,9.5015,9.5015,0.9973,0.19780753,0.19780753,10.8964,3
31,52,0.01068442,107837.952,0.76168,0.0994,0.031196,9.5506,9.5506,1.0017,0.198227189,0.198227189,11.0818,3
31,52,0.010799305,107644.901,0.77285,0.0926,0.031305,9.5997,9.5997,1.0061,0.198646848,0.198646848,11.2672,3
31,52,0.01091419,107451.85,0.78402,0.0858,0.031414,9.6488,9.6488,1.0105,0.199066507,0.199066507,11.4526,3
31,52,0.011029075,107258.799,0.79519,0.079,0.031523,0.2718,0.2718,1.0149,0.199486166,0.199486166,11.638,3
31,52,0.01114396,107065.748,0.80636,0.0722,0.031632,0.379,0.379,1.0193,0.199905825,0.199905825,11.8234,3
32,52,0.011258845,106872.697,0.81753,0.0654,0.031741,0.4862,0.4862,1.0237,0.200325484,0.200325484,12.0088,3
32,52,0.01137373,106679.646,0.8287,0.0586,0.03185,0.5934,0.5934,1.0281,0.200745143,0.200745143,12.1942,3
32,52,0.011488615,106486.595,0.83987,0.0518,0.031959,0.7006,0.7006,1.0325,0.201164802,0.201164802,12.3796,3
32,52,0.0116035,106293.544,0.85104,0.045,0.032068,0.8078,0.8078,1.0369,0.201584461,0.201584461,12.565,3
32,52,0.011718385,106100.493,0.86221,0.0382,0.032177,0.915,0.915,1.0413,0.20200412,0.20200412,12.7504,3
32,52,0.01183327,105907.442,0.87338,0.0314,0.032286,1.0222,1.0222,1.0457,0.202423779,0.202423779,12.9358,3
32,52,0.011948155,105714.391,0.88455,0.0246,0.032395,1.1294,1.1294,1.0501,0.202843438,0.202843438,13.1212,3
32,52,0.01206304,105521.34,0.89572,0.0178,0.032504,1.2366,1.2366,1.0545,0.203263097,0.203263097,13.3066,3
32,52,0.012177925,105328.289,0.90689,0.011,0.032613,1.3438,1.3438,1.0589,0.203682756,0.203682756,13.492,3
32,52,0.01229281,105135.238,0.91806,0.0042,0.032722,1.451,1.451,1.0633,0.204102415,0.204102415,13.6774,3
32,52,0.012407695,104942.187,0.92923,0.0199,0.032831,1.5582,1.5582,1.0677,0.204522074,0.204522074,13.8628,3
32,52,0.01252258,104749.136,0.9404,0.026,0.03294,1.6654,1.6654,1.0721,0.204941733,0.204941733,14.0482,3
32,52,0.012637465,104556.085,0.95157,0.0321,0.033049,1.7726,1.7726,1.0765,0.205361392,0.205361392,14.2336,3
32,53,0.01275235,104363.034,0.96274,0.0382,0.033158,1.8798,1.8798,1.0809,0.205781051,0.205781051,14.419,3
32,53,0.012867235,104169.983,0.97391,0.0443,0.033267,1.987,1.987,1.0853,0.20620071,0.20620071,14.6044,3
32,53,0.01298212,103976.932,0.98508,0.0504,0.033376,2.0942,2.0942,1.0897,0.206620369,0.206620369,14.7898,3
32,53,0.013097005,103783.881,0.99625,0.0565,0.033485,2.2014,2.2014,1.0941,0.207040028,0.207040028,14.9752,3
32,53,0.01321189,103590.83,1.00742,0.0626,0.033594,2.3086,2.3086,1.0985,0.207459687,0.207459687,15.1606,3
32,53,0.013326775,103397.779,1.01859,0.0687,0.033703,2.4158,2.4158,1.1029,0.207879346,0.207879346,15.346,3
32,53,0.01344166,103204.728,1.02976,0.0748,0.033812,2.523,2.523,1.1073,0.208299005,0.208299005,15.5314,3
32,53,0.013556545,103011.677,1.04093,0.0809,0.033921,2.6302,2.6302,1.1117,0.208718664,0.208718664,15.7168,3
32,53,0.01367143,102818.626,1.0521,0.087,0.03403,2.7374,2.7374,1.1161,0.209138323,0.209138323,15.9022,3
32,53,0.013786315,102625.575,1.06327,0.0931,0.034139,2.8446,2.8446,1.1205,0.209557982,0.209557982,16.0876,3
33,53,0.0139012,102432.524,1.07444,0.0992,0.034248,2.9518,2.9518,1.1249,0.209977641,0.209977641,16.273,3
33,53,0.014016085,102239.473,1.08561,0.1053,0.034357,3.059,3.059,1.1293,0.2103973,0.2103973,16.4584,3
33,53,0.01413097,102046.422,1.09678,0.1114,0.034466,3.1662,3.1662,214.87,0.210816959,0.210816959,16.6438,3
33,53,0.014245855,101853.371,1.10795,0.1175,0.034575,3.2734,3.2734,217.78,0.211236618,0.211236618,16.8292,3
33,53,0.01436074,101660.32,1.11912,0.1236,0.034684,3.3806,3.3806,220.69,0.211656277,0.211656277,17.0146,3
33,53,0.014475625,101467.269,1.13029,0.1297,0.034793,3.4878,3.4878,223.6,0.212075936,0.212075936,17.2,3
33,53,0.01459051,101274.218,1.14146,0.1358,0.034902,3.595,3.595,226.51,0.212495595,0.212495595,17.3854,3
33,53,0.014705395,101081.167,1.15263,0.1419,0.035011,3.7022,3.7022,229.42,0.212915254,0.212915254,17.5708,3
33,53,0.01482028,0.04879,1.1638,0.148,0.03512,3.8094,3.8094,232.33,0.213334913,0.213334913,17.7562,2
33,53,0.014935165,0.0587,1.17497,0.1541,0.035229,3.9166,3.9166,235.24,0.213754572,0.213754572,17.9416,2
33,53,0.01505005,0.06861,1.18614,0.1602,0.035338,0.247,0.247,238.15,0.214174231,0.214174231,18.127,2
33,53,0.015164935,0.07852,1.19731,0.1663,0.035447,0.5897,0.5897,241.06,0.21459389,0.21459389,18.3124,2
33,53,0.01527982,0.08843,1.20848,0.1724,0.035556,0.5897,0.5897,243.97,0.215013549,0.215013549,18.4978,2
33,53,0.015394705,0.09834,1.21965,0.1785,0.035665,0.5897,0.5897,246.88,0.215433208,0.215433208,18.6832,2
33,53,0.01550959,0.10825,1.23082,0.1846,0.035774,0.5897,0.5897,249.79,0.215852867,0.215852867,18.8686,2
33,53,0.015624475,0.11816,1.24199,0.1907,0.035883,0.5897,0.5897,252.7,0.216272526,0.216272526,19.054,2
33,53,0.01573936,0.12807,257.46086,0.1968,0.035992,0.5897,0.5897,255.61,0.216692185,0.216692185,19.2394,2
33,53,0.015854245,0.13798,0.003456,0.2029,0.036101,0.5897,0.5897,258.52,0.217111844,0.217111844,19.4248,2
33,53,0.01596913,0.14789,0.006689,0.209,0.03621,0.5897,0.5897,261.43,0.217531503,0.217531503,19.6102,2
33,53,0.016084015,0.1578,0.009922,0.2151,0.036319,0.5897,0.5897,264.34,0.217951162,0.217951162,19.7956,2
33,53,0.0161989,0.16771,0.013155,100.285,0.036428,0.5897,0.5897,267.25,0.218370821,0.218370821,19.981,2
33,53,0.016313785,0.17762,0.016388,110.887,0.036537,0.5897,0.5897,270.16,0.21879048,0.21879048,20.1664,2
33,53,0.01642867,0.18753,0.019621,121.489,0.036646,0.5897,0.5897,273.07,0.219210139,0.219210139,20.3518,2
33,53,0.016543555,0.19744,0.022854,132.091,0.036755,0.5897,0.5897,275.98,0.219629798,0.219629798,20.5372,2
33,54,0.01665844,0.20735,0.026087,142.693,0.036864,0.5897,0.5897,278.89,0.220049457,0.220049457,20.7226,3
33,54,0.016773325,0.21726,0.02932,153.295,0.036973,0.5897,0.5897,281.8,0.220469116,0.220469116,20.908,3
33,54,0.01688821,0.22717,0.032553,163.897,0.037082,0.5897,0.5897,284.71,1.98675,1.98675,21.0934,3
33,54,0.017003095,0.23708,0.035786,174.499,0.037191,0.5897,0.5897,287.62,1.996253,1.996253,21.2788,3
33,54,0.01711798,0.24699,0.039019,185.101,0.0373,0.5897,0.5897,290.53,2.005756,2.005756,21.4642,3
33,54,0.017232865,0.2569,0.042252,195.703,0.037409,0.5897,0.5897,293.44,2.015259,2.015259,21.6496,3
33,54,0.01734775,0.26681,0.045485,206.305,0.037518,0.5897,0.5897,296.35,2.024762,2.024762,21.835,3
33,54,0.017462635,0.27672,0.048718,216.907,0.037627,0.5897,0.5897,299.26,2.034265,2.034265,22.0204,3
33,54,0.01757752,0.28663,0.051951,227.509,0.037736,0.5897,0.5897,302.17,2.043768,2.043768,22.2058,3
33,54,0.017692405,0.29654,0.055184,238.111,0.037845,0.5897,0.5897,305.08,2.053271,2.053271,22.3912,3
33,54,0.01780729,0.30645,0.058417,248.713,0.037954,0.5897,0.5897,307.99,2.062774,2.062774,22.5766,3
33,54,0.017922175,0.31636,0.06165,259.315,0.038063,0.5897,0.5897,310.9,2.072277,2.072277,22.762,3
33,54,0.01803706,0.32627,0.064883,269.917,0.038172,0.5897,0.5897,313.81,2.08178,2.08178,22.9474,3
33,54,0.018151945,0.33618,0.068116,280.519,0.038281,0.5897,0.5897,316.72,2.091283,2.091283,23.1328,3
33,54,0.01826683,0.34609,0.071349,291.121,0.03839,0.5897,0.5897,319.63,2.100786,2.100786,23.3182,3
33,54,0.018381715,0.356,0.074582,301.723,0.038499,0.5897,0.5897,322.54,2.110289,2.110289,23.5036,3
33,54,0.0184966,0.36591,0.077815,312.325,0.038608,0.5897,0.5897,325.45,2.119792,2.119792,23.689,3
33,54,0.018611485,0.37582,0.081048,0.011256,0.038717,0.5897,0.5897,328.36,2.129295,2.129295,23.8744,3
33,54,0.01872637,0.38573,0.084281,0.011775,0.038826,0.5897,0.5897,331.27,2.138798,2.138798,24.0598,3
34,54,0.018841255,0.39564,0.087514,0.012294,0.038935,0.5897,0.5897,334.18,2.148301,2.148301,24.2452,3
34,54,0.01895614,0.40555,0.090747,0.012813,0.039044,0.5897,0.5897,337.09,2.157804,2.157804,24.4306,3
34,54,0.019071025,0.41546,0.09398,0.013332,0.039153,0.3685,0.3685,340,2.167307,2.167307,24.616,3
34,54,0.01918591,0.42537,0.097213,0.013851,0.039262,0.467,0.467,342.91,2.17681,2.17681,24.8014,3
34,54,0.019300795,0.43528,0.100446,0.01437,0.039371,0.5655,0.5655,345.82,2.186313,2.186313,24.9868,3
34,54,0.01941568,0.44519,0.103679,0.014889,0.03948,0.664,0.664,0.053742,2.195816,2.195816,25.1722,1
34,54,0.019530565,0.4551,0.106912,0.015408,0.039589,0.7625,0.7625,0.055783,2.205319,2.205319,25.3576,1
34,54,0.01964545,0.46501,0.110145,0.015927,0.039698,0.861,0.861,0.057824,2.214822,2.214822,25.543,1
34,54,0.019760335,0.47492,0.113378,0.016446,0.039807,0.9595,0.9595,0.059865,2.224325,2.224325,25.7284,1
34,54,0.01987522,0.48483,0.116611,0.016965,0.039916,1.058,1.058,0.061906,2.233828,2.233828,25.9138,1
34,54,0.019990105,0.49474,0.119844,0.017484,0.040025,1.1565,1.1565,0.063947,2.243331,2.243331,26.0992,1
34,54,0.02010499,0.50465,0.123077,0.018003,0.040134,1.255,1.255,0.065988,2.252834,2.252834,26.2846,1
34,55,0.020219875,0.51456,0.12631,0.018522,0.040243,1.3535,1.3535,0.068029,2.262337,2.262337,26.47,1
34,55,0.02033476,0.52447,0.129543,0.019041,0.040352,1.452,1.452,0.07007,2.27184,2.27184,8.4576,1
34,55,0.020449645,0.53438,0.132776,0.01956,0.040461,1.5505,1.5505,0.072111,2.281343,2.281343,9.0356,1
34,55,0.02056453,0.54429,0.136009,0.020079,0.04057,1.649,1.649,0.074152,1.27638,1.27638,9.6136,1
34,55,0.020679415,0.5542,0.139242,0.020598,0.040679,1.7475,1.7475,0.076193,1.3098,1.3098,10.1916,1
34,55,0.0207943,0.56411,0.142475,0.021117,0.040788,1.846,1.846,0.078234,1.34322,1.34322,10.7696,1
34,55,0.020909185,0.57402,0.145708,0.021636,0.040897,1.9445,1.9445,0.080275,1.37664,1.37664,11.3476,1
34,55,0.02102407,0.58393,0.148941,0.022155,0.041006,2.043,2.043,0.082316,1.41006,1.41006,11.9256,1
35,55,0.021138955,0.59384,0.152174,0.022674,0.041115,2.1415,2.1415,0.084357,1.44348,1.44348,12.5036,1
35,55,0.02125384,0.60375,0.155407,0.023193,0.041224,2.24,2.24,0.086398,1.4769,1.4769,13.0816,1
35,55,0.021368725,0.61366,0.15864,0.023712,0.041333,2.3385,2.3385,0.088439,1.51032,1.51032,13.6596,1
35,55,0.02148361,9999.87,0.161873,0.024231,0.041442,2.437,2.437,0.09048,1.54374,1.54374,14.2376,3
35,55,0.021598495,9876.08,0.165106,0.02475,0.041551,2.5355,2.5355,0.092521,1.57716,1.57716,14.8156,3
35,55,0.02171338,9752.29,0.168339,0.025269,0.04166,2.634,2.634,0.094562,1.61058,1.61058,15.3936,3
35,55,0.021828265,9628.5,0.171572,0.025788,0.041769,2.7325,2.7325,0.096603,1.644,1.644,15.9716,3
35,55,0.02194315,9504.71,0.174805,0.026307,0.041878,2.831,2.831,0.098644,1.67742,1.67742,16.5496,3
35,56,0.022058035,9380.92,0.178038,0.026826,0.041987,2.9295,2.9295,0.100685,1.71084,1.71084,17.1276,3
35,56,0.02217292,9257.13,0.181271,0.027345,0.042096,3.028,3.028,0.102726,1.74426,1.74426,17.7056,3
35,56,0.022287805,9133.34,0.184504,0.027864,0.042205,3.1265,3.1265,0.104767,1.77768,1.77768,18.2836,3
35,56,0.02240269,9009.55,0.187737,0.028383,0.042314,3.225,3.225,0.106808,1.8111,1.8111,18.8616,3
35,56,0.022517575,8885.76,0.19097,0.028902,0.042423,3.3235,3.3235,0.108849,1.84452,1.84452,19.4396,3
35,56,0.02263246,8761.97,0.194203,0.029421,0.042532,3.422,3.422,0.11089,1.87794,1.87794,20.0176,3
35,56,0.022747345,8638.18,0.197436,0.02994,0.042641,3.5205,3.5205,0.112931,1.91136,1.91136,20.5956,3
35,56,0.02286223,8514.39,0.200669,0.030459,0.04275,3.619,3.619,0.114972,1.94478,1.94478,21.1736,3
35,56,0.022977115,8390.6,0.203902,0.030978,0.042859,3.7175,3.7175,0.117013,1.9782,1.9782,21.7516,3
35,56,0.023092,8266.81,0.207135,0.031497,0.042968,3.816,3.816,0.119054,2.01162,2.01162,22.3296,3
35,56,0.023206885,8143.02,0.210368,0.032016,0.043077,3.9145,3.9145,0.121095,2.04504,2.04504,22.9076,3
35,56,0.02332177,8019.23,0.213601,0.032535,0.043186,4.013,4.013,0.123136,2.07846,2.07846,23.4856,3
35,56,0.023436655,7895.44,0.216834,0.033054,0.043295,4.1115,4.1115,0.125177,2.11188,2.11188,24.0636,3
35,56,0.02355154,7771.65,0.220067,0.033573,0.043404,4.21,4.21,0.127218,2.1453,2.1453,24.6416,3
35,56,0.023666425,7647.86,0.2233,0.034092,0.043513,4.3085,4.3085,0.129259,2.17872,2.17872,25.2196,3
35,56,0.02378131,7524.07,0.226533,0.034611,0.043622,4.407,4.407,0.1313,2.21214,2.21214,25.7976,3
35,56,0.023896195,7400.28,0.229766,0.03513,0.043731,4.5055,4.5055,0.133341,2.24556,2.24556,26.3756,3
35,56,0.02401108,7276.49,0.232999,0.035649,0.04384,4.604,4.604,0.135382,0.475,0.1345,26.9536,3
